facility_ID,lat,lon,OGI_required_surveys,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time
ABRAND00388,53.83,-116.01,1,4,6,120,5,30,120
ABRAND00389,53.71,-116.01,3,4,6,120,5,30,120
ABRAND00390,53.88,-116.01,1,4,6,120,5,30,120
ABRAND00391,53.28,-116.01,1,4,6,120,5,30,120
ABRAND00392,53.1,-116.01,1,4,6,120,5,30,120
ABRAND00393,53,-116.01,1,4,6,120,5,30,120
ABRAND00394,52.88,-116,1,4,6,120,5,30,120
ABRAND00395,52.9,-116,1,4,6,120,5,30,120
ABRAND00396,53.19,-116,1,4,6,120,5,30,120
ABRAND00397,52.95,-115.99,1,4,6,120,5,30,120
ABRAND00398,53.64,-115.99,1,4,6,120,5,30,120
ABRAND00399,52.83,-115.99,1,4,6,120,5,30,120
ABRAND00400,52.77,-115.98,1,4,6,120,5,30,120
ABRAND00401,53.42,-115.98,1,4,6,120,5,30,120
ABRAND00402,53.13,-115.98,1,4,6,120,5,30,120
ABRAND00403,54.24,-115.98,1,4,6,120,5,30,120
ABRAND00404,53.12,-115.98,1,4,6,120,5,30,120
ABRAND00405,53.06,-115.97,3,4,6,120,5,30,120
ABRAND00406,53.09,-115.97,1,4,6,120,5,30,120
ABRAND00407,52.87,-115.97,1,4,6,120,5,30,120
ABRAND00408,53.95,-115.97,1,4,6,120,5,30,120
ABRAND00409,52.99,-115.96,1,4,6,120,5,30,120
ABRAND00410,53.04,-115.96,1,4,6,120,5,30,120
ABRAND00411,53.49,-115.96,3,4,6,120,5,30,120
ABRAND00412,53.18,-115.96,3,4,6,120,5,30,120
ABRAND00413,53.92,-115.95,1,4,6,120,5,30,120
ABRAND00414,53.96,-115.95,3,4,6,120,5,30,120
ABRAND00415,53.4,-115.94,1,4,6,120,5,30,120
ABRAND00416,53.75,-115.94,1,4,6,120,5,30,120
ABRAND00417,53.88,-115.94,1,4,6,120,5,30,120
ABRAND00418,52.81,-115.94,1,4,6,120,5,30,120
ABRAND00419,52.96,-115.92,1,4,6,120,5,30,120
ABRAND00420,52.87,-115.92,1,4,6,120,5,30,120
ABRAND00421,53.19,-115.92,1,4,6,120,5,30,120
ABRAND00422,53.14,-115.92,1,4,6,120,5,30,120
ABRAND00423,53.21,-115.92,1,4,6,120,5,30,120
ABRAND00424,53.82,-115.91,3,4,6,120,5,30,120
ABRAND00425,53.68,-115.91,1,4,6,120,5,30,120
ABRAND00426,53.07,-115.91,1,4,6,120,5,30,120
ABRAND00427,53.9,-115.91,1,4,6,120,5,30,120
ABRAND00428,52.7,-115.91,1,4,6,120,5,30,120
ABRAND00429,52.98,-115.91,1,4,6,120,5,30,120
ABRAND00430,53.05,-115.9,1,4,6,120,5,30,120
ABRAND00431,52.99,-115.9,1,4,6,120,5,30,120
ABRAND00432,53.8,-115.9,1,4,6,120,5,30,120
ABRAND00433,53.68,-115.9,1,4,6,120,5,30,120
ABRAND00434,53.24,-115.9,1,4,6,120,5,30,120
ABRAND00435,53.02,-115.9,1,4,6,120,5,30,120
ABRAND00436,53.02,-115.89,1,4,6,120,5,30,120
ABRAND00437,54.31,-115.89,1,4,6,120,5,30,120
ABRAND00438,53.31,-115.89,1,4,6,120,5,30,120
ABRAND00439,54.33,-115.89,3,4,6,120,5,30,120
ABRAND00440,53.45,-115.89,3,4,6,120,5,30,120
ABRAND00441,53.21,-115.89,1,4,6,120,5,30,120
ABRAND00442,53.86,-115.88,1,4,6,120,5,30,120
ABRAND00443,52.9,-115.88,1,4,6,120,5,30,120
ABRAND00444,53.86,-115.88,1,4,6,120,5,30,120
ABRAND00445,53.96,-115.87,3,4,6,120,5,30,120
ABRAND00446,52.97,-115.87,1,4,6,120,5,30,120
ABRAND00447,53,-115.87,1,4,6,120,5,30,120
ABRAND00448,53.27,-115.87,1,4,6,120,5,30,120
ABRAND00449,53.17,-115.87,1,4,6,120,5,30,120
ABRAND00450,54.04,-115.85,1,4,6,120,5,30,120
ABRAND00451,52.89,-115.85,1,4,6,120,5,30,120
ABRAND00452,53.79,-115.85,1,4,6,120,5,30,120
ABRAND00453,54.15,-115.84,1,4,6,120,5,30,120
ABRAND00454,53.05,-115.84,1,4,6,120,5,30,120
ABRAND00455,54.35,-115.84,3,4,6,120,5,30,120
ABRAND00456,53.34,-115.84,1,4,6,120,5,30,120
ABRAND00457,54.04,-115.84,1,4,6,120,5,30,120
ABRAND00458,53.34,-115.84,1,4,6,120,5,30,120
ABRAND00459,53.03,-115.84,1,4,6,120,5,30,120
ABRAND00460,53.36,-115.84,1,4,6,120,5,30,120
ABRAND00461,53.8,-115.84,3,4,6,120,5,30,120
ABRAND00462,53.67,-115.84,1,4,6,120,5,30,120
ABRAND00463,53.61,-115.83,3,4,6,120,5,30,120
ABRAND00464,52.96,-115.83,1,4,6,120,5,30,120
ABRAND00465,53.67,-115.83,1,4,6,120,5,30,120
ABRAND00466,52.72,-115.82,1,4,6,120,5,30,120
ABRAND00467,53.5,-115.82,3,4,6,120,5,30,120
ABRAND00468,53.07,-115.82,1,4,6,120,5,30,120
ABRAND00469,53.85,-115.81,1,4,6,120,5,30,120
ABRAND00470,53.17,-115.81,1,4,6,120,5,30,120
ABRAND00471,53.85,-115.81,3,4,6,120,5,30,120
ABRAND00472,53.69,-115.81,1,4,6,120,5,30,120
ABRAND00473,53.2,-115.8,1,4,6,120,5,30,120
ABRAND00474,53.07,-115.8,1,4,6,120,5,30,120
ABRAND00475,53.59,-115.79,1,4,6,120,5,30,120
ABRAND00476,53.02,-115.79,1,4,6,120,5,30,120
ABRAND00477,53.33,-115.79,1,4,6,120,5,30,120
ABRAND00478,53,-115.79,1,4,6,120,5,30,120
ABRAND00479,53.68,-115.78,1,4,6,120,5,30,120
ABRAND00480,53,-115.78,1,4,6,120,5,30,120
ABRAND00481,52.74,-115.77,1,4,6,120,5,30,120
ABRAND00482,53.76,-115.77,1,4,6,120,5,30,120
ABRAND00483,53.87,-115.77,1,4,6,120,5,30,120
ABRAND00484,53.1,-115.76,1,4,6,120,5,30,120
ABRAND00485,53.76,-115.76,3,4,6,120,5,30,120
ABRAND00486,53.15,-115.76,1,4,6,120,5,30,120
ABRAND00487,53.65,-115.76,1,4,6,120,5,30,120
ABRAND00488,53.09,-115.75,1,4,6,120,5,30,120
ABRAND00489,52.72,-115.75,1,4,6,120,5,30,120
ABRAND00490,53.04,-115.74,1,4,6,120,5,30,120
ABRAND00491,52.89,-115.74,1,4,6,120,5,30,120
ABRAND00492,53.16,-115.74,1,4,6,120,5,30,120
ABRAND00493,52.48,-115.74,3,4,6,120,5,30,120
ABRAND00494,52.89,-115.73,1,4,6,120,5,30,120
ABRAND00495,53.44,-115.73,1,4,6,120,5,30,120
ABRAND00496,52.78,-115.73,1,4,6,120,5,30,120
ABRAND00497,53.86,-115.72,3,4,6,120,5,30,120
ABRAND00498,53.05,-115.72,1,4,6,120,5,30,120
ABRAND00499,53.11,-115.72,1,4,6,120,5,30,120
ABRAND00500,53.78,-115.72,1,4,6,120,5,30,120
ABRAND00501,52.85,-115.72,1,4,6,120,5,30,120
ABRAND00502,53.1,-115.71,1,4,6,120,5,30,120
ABRAND00503,53.97,-115.71,1,4,6,120,5,30,120
ABRAND00504,53.28,-115.7,1,4,6,120,5,30,120
ABRAND00505,52.79,-115.7,1,4,6,120,5,30,120
ABRAND00506,53.61,-115.7,1,4,6,120,5,30,120
ABRAND00507,53.23,-115.7,1,4,6,120,5,30,120
ABRAND00508,52.83,-115.7,3,4,6,120,5,30,120
ABRAND00509,53.73,-115.69,3,4,6,120,5,30,120
ABRAND00510,53.87,-115.69,3,4,6,120,5,30,120
ABRAND00511,53.13,-115.69,3,4,6,120,5,30,120
ABRAND00512,52.98,-115.67,1,4,6,120,5,30,120
ABRAND00513,53.44,-115.67,1,4,6,120,5,30,120
ABRAND00514,54.13,-115.65,3,4,6,120,5,30,120
ABRAND00515,52.48,-115.65,1,4,6,120,5,30,120
ABRAND00516,53.65,-115.64,3,4,6,120,5,30,120
ABRAND00517,54.11,-115.64,1,4,6,120,5,30,120
ABRAND00518,54.07,-115.64,1,4,6,120,5,30,120
ABRAND00519,52.59,-115.64,1,4,6,120,5,30,120
ABRAND00520,53.86,-115.64,1,4,6,120,5,30,120
ABRAND00521,54.1,-115.64,3,4,6,120,5,30,120
ABRAND00522,53.02,-115.63,1,4,6,120,5,30,120
ABRAND00523,52.84,-115.63,1,4,6,120,5,30,120
ABRAND00524,53.74,-115.63,1,4,6,120,5,30,120
ABRAND00525,53.94,-115.62,1,4,6,120,5,30,120
ABRAND00526,52.9,-115.62,1,4,6,120,5,30,120
ABRAND00527,54.18,-115.62,1,4,6,120,5,30,120
ABRAND00528,52.5,-115.62,1,4,6,120,5,30,120
ABRAND00529,52.94,-115.61,1,4,6,120,5,30,120
ABRAND00530,52.83,-115.61,1,4,6,120,5,30,120
ABRAND00531,53.03,-115.6,3,4,6,120,5,30,120
ABRAND00532,54.12,-115.6,1,4,6,120,5,30,120
ABRAND00533,52.85,-115.6,1,4,6,120,5,30,120
ABRAND00534,53.75,-115.6,1,4,6,120,5,30,120
ABRAND00535,53.06,-115.6,1,4,6,120,5,30,120
ABRAND00536,53.7,-115.6,1,4,6,120,5,30,120
ABRAND00537,52.68,-115.6,1,4,6,120,5,30,120
ABRAND00538,53.79,-115.6,1,4,6,120,5,30,120
ABRAND00539,52.88,-115.59,1,4,6,120,5,30,120
ABRAND00540,53.74,-115.59,3,4,6,120,5,30,120
ABRAND00541,52.83,-115.59,3,4,6,120,5,30,120
ABRAND00542,53.14,-115.59,1,4,6,120,5,30,120
ABRAND00543,52.98,-115.59,1,4,6,120,5,30,120
ABRAND00544,53.84,-115.57,3,4,6,120,5,30,120
ABRAND00545,52.72,-115.57,1,4,6,120,5,30,120
ABRAND00546,53.2,-115.57,3,4,6,120,5,30,120
ABRAND00547,52.97,-115.56,1,4,6,120,5,30,120
ABRAND00548,52.68,-115.55,3,4,6,120,5,30,120
ABRAND00549,53.34,-115.54,1,4,6,120,5,30,120
ABRAND00550,54.11,-115.54,1,4,6,120,5,30,120
ABRAND00551,52.78,-115.54,1,4,6,120,5,30,120
ABRAND00552,52.69,-115.54,1,4,6,120,5,30,120
ABRAND00553,53.54,-115.54,3,4,6,120,5,30,120
ABRAND00554,52.85,-115.53,1,4,6,120,5,30,120
ABRAND00555,53.33,-115.53,3,4,6,120,5,30,120
ABRAND00556,53.17,-115.53,1,4,6,120,5,30,120
ABRAND00557,53.82,-115.53,1,4,6,120,5,30,120
ABRAND00558,53.34,-115.52,1,4,6,120,5,30,120
ABRAND00559,54.1,-115.52,1,4,6,120,5,30,120
ABRAND00560,53.21,-115.51,1,4,6,120,5,30,120
ABRAND00561,53.12,-115.51,1,4,6,120,5,30,120
ABRAND00562,53.18,-115.5,1,4,6,120,5,30,120
ABRAND00563,53,-115.5,1,4,6,120,5,30,120
ABRAND00564,53.03,-115.49,1,4,6,120,5,30,120
ABRAND00565,53.19,-115.49,3,4,6,120,5,30,120
ABRAND00566,53.16,-115.48,1,4,6,120,5,30,120
ABRAND00567,52.72,-115.48,1,4,6,120,5,30,120
ABRAND00568,52.86,-115.48,1,4,6,120,5,30,120
ABRAND00569,52.79,-115.47,1,4,6,120,5,30,120
ABRAND00570,53.84,-115.47,1,4,6,120,5,30,120
ABRAND00571,52.85,-115.45,1,4,6,120,5,30,120
ABRAND00572,53.21,-115.44,3,4,6,120,5,30,120
ABRAND00573,52.55,-115.44,3,4,6,120,5,30,120
ABRAND00574,52.87,-115.44,1,4,6,120,5,30,120
ABRAND00575,53.07,-115.43,1,4,6,120,5,30,120
ABRAND00576,53.74,-115.43,1,4,6,120,5,30,120
ABRAND00577,53.02,-115.43,3,4,6,120,5,30,120
ABRAND00578,53.12,-115.42,1,4,6,120,5,30,120
ABRAND00579,53.07,-115.42,1,4,6,120,5,30,120
ABRAND00580,53.2,-115.42,1,4,6,120,5,30,120
ABRAND00581,52.56,-115.41,3,4,6,120,5,30,120
ABRAND00582,53.3,-115.4,3,4,6,120,5,30,120
ABRAND00583,52.68,-115.4,3,4,6,120,5,30,120
ABRAND00584,53.36,-115.4,1,4,6,120,5,30,120
ABRAND00585,53.13,-115.4,1,4,6,120,5,30,120
ABRAND00586,53.17,-115.39,1,4,6,120,5,30,120
ABRAND00587,52.83,-115.39,3,4,6,120,5,30,120
ABRAND00588,52.85,-115.38,1,4,6,120,5,30,120
ABRAND00589,53.01,-115.38,1,4,6,120,5,30,120
ABRAND00590,52.87,-115.38,1,4,6,120,5,30,120
ABRAND00591,52.76,-115.38,3,4,6,120,5,30,120
ABRAND00592,52.83,-115.37,1,4,6,120,5,30,120
ABRAND00593,53.04,-115.36,1,4,6,120,5,30,120
ABRAND00594,52.95,-115.36,3,4,6,120,5,30,120
ABRAND00595,52.4,-115.36,1,4,6,120,5,30,120
ABRAND00596,53.1,-115.34,1,4,6,120,5,30,120
ABRAND00597,53.29,-115.34,1,4,6,120,5,30,120
ABRAND00598,52.8,-115.33,3,4,6,120,5,30,120
ABRAND00599,52.84,-115.33,1,4,6,120,5,30,120
ABRAND00600,53.09,-115.33,1,4,6,120,5,30,120
ABRAND00601,53.36,-115.32,1,4,6,120,5,30,120
ABRAND00602,52.76,-115.32,1,4,6,120,5,30,120
ABRAND00603,53.19,-115.32,1,4,6,120,5,30,120
ABRAND00604,53.32,-115.31,1,4,6,120,5,30,120
ABRAND00605,52.32,-115.31,3,4,6,120,5,30,120
ABRAND00606,53.3,-115.3,1,4,6,120,5,30,120
ABRAND00607,52.61,-115.3,1,4,6,120,5,30,120
ABRAND00608,52.49,-115.3,1,4,6,120,5,30,120
ABRAND00609,53.21,-115.29,1,4,6,120,5,30,120
ABRAND00610,52.43,-115.29,1,4,6,120,5,30,120
ABRAND00611,53.06,-115.28,1,4,6,120,5,30,120
ABRAND00612,53.35,-115.28,1,4,6,120,5,30,120
ABRAND00613,53.2,-115.28,1,4,6,120,5,30,120
ABRAND00614,52.97,-115.27,3,4,6,120,5,30,120
ABRAND00615,52.91,-115.27,3,4,6,120,5,30,120
ABRAND00616,52.97,-115.27,1,4,6,120,5,30,120
ABRAND00617,52.53,-115.27,1,4,6,120,5,30,120
ABRAND00618,53.09,-115.27,1,4,6,120,5,30,120
ABRAND00619,52.9,-115.27,1,4,6,120,5,30,120
ABRAND00620,52.82,-115.27,1,4,6,120,5,30,120
ABRAND00621,52.9,-115.26,1,4,6,120,5,30,120
ABRAND00622,52.68,-115.26,1,4,6,120,5,30,120
ABRAND00623,53.12,-115.26,1,4,6,120,5,30,120
ABRAND00624,53.01,-115.25,3,4,6,120,5,30,120
ABRAND00625,52.75,-115.24,1,4,6,120,5,30,120
ABRAND00626,53.28,-115.24,1,4,6,120,5,30,120
ABRAND00627,52.75,-115.23,1,4,6,120,5,30,120
ABRAND00628,53.22,-115.22,1,4,6,120,5,30,120
ABRAND00629,52.99,-115.22,3,4,6,120,5,30,120
ABRAND00630,52.83,-115.21,3,4,6,120,5,30,120
ABRAND00631,53.18,-115.21,1,4,6,120,5,30,120
ABRAND00632,53,-115.21,1,4,6,120,5,30,120
ABRAND00633,52.95,-115.2,1,4,6,120,5,30,120
ABRAND00634,53.33,-115.2,3,4,6,120,5,30,120
ABRAND00635,52.98,-115.2,1,4,6,120,5,30,120
ABRAND00636,52.53,-115.2,1,4,6,120,5,30,120
ABRAND00637,53.03,-115.19,1,4,6,120,5,30,120
ABRAND00638,52.89,-115.19,1,4,6,120,5,30,120
ABRAND00639,53.26,-115.18,3,4,6,120,5,30,120
ABRAND00640,53.04,-115.18,1,4,6,120,5,30,120
ABRAND00641,52.42,-115.18,1,4,6,120,5,30,120
ABRAND00642,52.45,-115.18,1,4,6,120,5,30,120
ABRAND00643,52.88,-115.17,1,4,6,120,5,30,120
ABRAND00644,52.97,-115.17,1,4,6,120,5,30,120
ABRAND00645,53.02,-115.17,1,4,6,120,5,30,120
ABRAND00646,52.82,-115.16,1,4,6,120,5,30,120
ABRAND00647,53.14,-115.16,1,4,6,120,5,30,120
ABRAND00648,52.74,-115.16,1,4,6,120,5,30,120
ABRAND00649,52.94,-115.16,1,4,6,120,5,30,120
ABRAND00650,52.98,-115.15,3,4,6,120,5,30,120
ABRAND00651,52.78,-115.15,1,4,6,120,5,30,120
ABRAND00652,52.37,-115.15,1,4,6,120,5,30,120
ABRAND00653,52.89,-115.15,1,4,6,120,5,30,120
ABRAND00654,52.44,-115.14,3,4,6,120,5,30,120
ABRAND00655,52.96,-115.14,1,4,6,120,5,30,120
ABRAND00656,53.43,-115.14,3,4,6,120,5,30,120
ABRAND00657,52.87,-115.14,1,4,6,120,5,30,120
ABRAND00658,52.81,-115.14,1,4,6,120,5,30,120
ABRAND00659,52.87,-115.13,1,4,6,120,5,30,120
ABRAND00660,52.87,-115.13,1,4,6,120,5,30,120
ABRAND00661,52.92,-115.13,1,4,6,120,5,30,120
ABRAND00662,53.13,-115.13,1,4,6,120,5,30,120
ABRAND00663,52.4,-115.13,1,4,6,120,5,30,120
ABRAND00664,52.66,-115.12,1,4,6,120,5,30,120
ABRAND00665,52.99,-115.11,1,4,6,120,5,30,120
ABRAND00666,52.88,-115.11,1,4,6,120,5,30,120
ABRAND00667,52.85,-115.1,1,4,6,120,5,30,120
ABRAND00668,52.95,-115.1,1,4,6,120,5,30,120
ABRAND00669,53.17,-115.1,1,4,6,120,5,30,120
ABRAND00670,52.7,-115.09,1,4,6,120,5,30,120
ABRAND00671,52.95,-115.09,1,4,6,120,5,30,120
ABRAND00672,53.23,-115.08,1,4,6,120,5,30,120
ABRAND00673,53.01,-115.08,1,4,6,120,5,30,120
ABRAND00674,52.92,-115.08,1,4,6,120,5,30,120
ABRAND00675,52.96,-115.08,1,4,6,120,5,30,120
ABRAND00676,52.93,-115.07,1,4,6,120,5,30,120
ABRAND00677,52.67,-115.06,1,4,6,120,5,30,120
ABRAND00678,52.93,-115.06,1,4,6,120,5,30,120
ABRAND00679,52.91,-115.06,1,4,6,120,5,30,120
ABRAND00680,52.66,-115.06,3,4,6,120,5,30,120
ABRAND00681,52.79,-115.06,1,4,6,120,5,30,120
ABRAND00682,52.92,-115.05,1,4,6,120,5,30,120
ABRAND00683,52.94,-115.05,3,4,6,120,5,30,120
ABRAND00684,53.02,-115.05,1,4,6,120,5,30,120
ABRAND00685,53.14,-115.05,1,4,6,120,5,30,120
ABRAND00686,53.07,-115.04,1,4,6,120,5,30,120
ABRAND00687,52.91,-115.04,1,4,6,120,5,30,120
ABRAND00688,53.15,-115.03,1,4,6,120,5,30,120
ABRAND00689,52.83,-115.03,1,4,6,120,5,30,120
ABRAND00690,52.55,-115.03,1,4,6,120,5,30,120
ABRAND00691,53.03,-115.02,3,4,6,120,5,30,120
ABRAND00692,53.09,-115.02,3,4,6,120,5,30,120
ABRAND00693,52.97,-115.01,1,4,6,120,5,30,120
ABRAND00694,52.1,-115,3,4,6,120,5,30,120
ABRAND00695,52.67,-115,1,4,6,120,5,30,120
ABRAND00696,52.58,-115,1,4,6,120,5,30,120
ABRAND00697,53.38,-115,1,4,6,120,5,30,120
ABRAND00698,52.87,-114.99,1,4,6,120,5,30,120
ABRAND00699,52.9,-114.98,1,4,6,120,5,30,120
ABRAND00700,52.87,-114.98,1,4,6,120,5,30,120
ABRAND00701,52.99,-114.98,3,4,6,120,5,30,120
ABRAND00702,52.92,-114.95,1,4,6,120,5,30,120
ABRAND00703,52.83,-114.95,1,4,6,120,5,30,120
ABRAND00704,52.81,-114.95,3,4,6,120,5,30,120
ABRAND00705,52.14,-114.95,3,4,6,120,5,30,120
ABRAND00706,52.3,-114.95,1,4,6,120,5,30,120
ABRAND00707,53.02,-114.94,1,4,6,120,5,30,120
ABRAND00708,52.68,-114.94,3,4,6,120,5,30,120
ABRAND00709,52.72,-114.93,1,4,6,120,5,30,120
ABRAND00710,52.05,-114.91,3,4,6,120,5,30,120
ABRAND00711,52.96,-114.9,1,4,6,120,5,30,120
ABRAND00712,52.95,-114.9,3,4,6,120,5,30,120
ABRAND00713,52.12,-114.9,1,4,6,120,5,30,120
ABRAND00714,52.98,-114.89,1,4,6,120,5,30,120
ABRAND00715,52.8,-114.88,1,4,6,120,5,30,120
ABRAND00716,52.13,-114.88,3,4,6,120,5,30,120
ABRAND00717,52.85,-114.87,1,4,6,120,5,30,120
ABRAND00718,52.94,-114.87,1,4,6,120,5,30,120
ABRAND00719,52.52,-114.86,3,4,6,120,5,30,120
ABRAND00720,52.1,-114.84,1,4,6,120,5,30,120
ABRAND00721,52.33,-114.83,1,4,6,120,5,30,120
ABRAND00722,52.91,-114.83,1,4,6,120,5,30,120
ABRAND00723,53.01,-114.83,1,4,6,120,5,30,120
ABRAND00724,52.95,-114.83,3,4,6,120,5,30,120
ABRAND00725,52.14,-114.82,1,4,6,120,5,30,120
ABRAND00726,52.01,-114.81,1,4,6,120,5,30,120
ABRAND00727,52.24,-114.81,1,4,6,120,5,30,120
ABRAND00728,53.31,-114.81,1,4,6,120,5,30,120
ABRAND00729,52.94,-114.81,1,4,6,120,5,30,120
ABRAND00730,52.22,-114.8,1,4,6,120,5,30,120
ABRAND00731,53.13,-114.79,1,4,6,120,5,30,120
ABRAND00732,52.95,-114.78,1,4,6,120,5,30,120
ABRAND00733,52.15,-114.77,1,4,6,120,5,30,120
ABRAND00734,53.14,-114.77,1,4,6,120,5,30,120
ABRAND00735,53.18,-114.76,1,4,6,120,5,30,120
ABRAND00736,53.13,-114.76,1,4,6,120,5,30,120
ABRAND00737,52.6,-114.76,3,4,6,120,5,30,120
ABRAND00738,53.1,-114.76,1,4,6,120,5,30,120
ABRAND00739,53.09,-114.75,1,4,6,120,5,30,120
ABRAND00740,52.29,-114.75,1,4,6,120,5,30,120
ABRAND00741,52.13,-114.74,1,4,6,120,5,30,120
ABRAND00742,52.23,-114.74,1,4,6,120,5,30,120
ABRAND00743,52.69,-114.74,1,4,6,120,5,30,120
ABRAND00744,53.27,-114.73,1,4,6,120,5,30,120
ABRAND00745,52.35,-114.72,3,4,6,120,5,30,120
ABRAND00746,52.76,-114.7,1,4,6,120,5,30,120
ABRAND00747,52.21,-114.69,1,4,6,120,5,30,120
ABRAND00748,53.03,-114.69,1,4,6,120,5,30,120
ABRAND00749,53.07,-114.69,3,4,6,120,5,30,120
ABRAND00750,51.97,-114.69,1,4,6,120,5,30,120
ABRAND00751,52.28,-114.68,3,4,6,120,5,30,120
ABRAND00752,52.64,-114.68,1,4,6,120,5,30,120
ABRAND00753,53.22,-114.67,3,4,6,120,5,30,120
ABRAND00754,52.46,-114.66,1,4,6,120,5,30,120
ABRAND00755,52,-114.66,1,4,6,120,5,30,120
ABRAND00756,53,-114.66,1,4,6,120,5,30,120
ABRAND00757,52.71,-114.66,3,4,6,120,5,30,120
ABRAND00758,52.95,-114.66,1,4,6,120,5,30,120
ABRAND00759,52.56,-114.65,1,4,6,120,5,30,120
ABRAND00760,51.97,-114.64,1,4,6,120,5,30,120
ABRAND00761,51.97,-114.64,1,4,6,120,5,30,120
ABRAND00762,52.19,-114.64,1,4,6,120,5,30,120
ABRAND00763,53.11,-114.64,1,4,6,120,5,30,120
ABRAND00764,52.61,-114.64,1,4,6,120,5,30,120
ABRAND00765,53.06,-114.63,1,4,6,120,5,30,120
ABRAND00766,53,-114.63,1,4,6,120,5,30,120
ABRAND00767,52.53,-114.63,1,4,6,120,5,30,120
ABRAND00768,52.04,-114.62,1,4,6,120,5,30,120
ABRAND00769,52.53,-114.62,1,4,6,120,5,30,120
ABRAND00770,52.68,-114.61,3,4,6,120,5,30,120
ABRAND00771,52.25,-114.6,1,4,6,120,5,30,120
ABRAND00772,52.24,-114.6,3,4,6,120,5,30,120
ABRAND00773,51.94,-114.6,1,4,6,120,5,30,120
ABRAND00774,51.68,-114.6,1,4,6,120,5,30,120
ABRAND00775,51.97,-114.59,1,4,6,120,5,30,120
ABRAND00776,52.43,-114.58,1,4,6,120,5,30,120
ABRAND00777,52.4,-114.57,1,4,6,120,5,30,120
ABRAND00778,52.16,-114.57,1,4,6,120,5,30,120
