facility_ID,subtype_code,lat,lon,OGI_required_surveys,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time,total_emissions_kg,active_leaks,repaired_leaks,currently_flagged,flagged_by,date_flagged,lat_index,lon_index,aircraft_t_since_last_LDAR,aircraft_surveys_conducted,attempted_today_aircraft?,surveys_done_this_year_aircraft,aircraft_missed_leaks,OGI_FU_t_since_last_LDAR,attempted_today_OGI_FU?,OGI_FU_surveys_conducted,OGI_FU_missed_leaks,initial_leaks,cum_frac_sites,cum_frac_emissions
ABRAND00296,322,53.99,-117.1,1,4,2,120,5,30,120,23473.655057088006,8,6,False,aircraft,2013-01-02 17:09:00,12,6,173,10,False,1,34,1265,False,1,0,0,0.0,0.014346882774940907
ABRAND00788,601,52.56,-114.54,1,4,2,120,5,30,120,12640.79618496,6,9,False,aircraft,2013-07-01 17:08:00,15,11,173,10,False,1,24,1085,False,1,0,0,0.002004008016032064,0.02802733341699232
ABRAND00354,311,53.02,-116.13,1,4,2,120,5,30,120,44593.1054560224,1,17,False,aircraft,2016-01-02 17:14:00,14,8,173,10,False,1,20,161,False,3,3,0,0.004008016032064128,0.04146890705022649
ABRAND00395,311,52.9,-116,1,4,2,120,5,30,120,22659.573332390402,2,18,False,aircraft,2015-07-01 23:44:00,14,8,173,10,False,1,29,346,False,3,0,1,0.006012024048096192,0.05470702286539873
ABRAND00763,351,53.11,-114.64,1,4,2,120,5,30,120,34048.6285356288,1,14,False,aircraft,2016-01-02 17:14:00,14,11,173,10,False,1,45,170,False,2,0,1,0.008016032064128256,0.06749962012616695
ABRAND00535,351,53.06,-115.6,1,4,2,120,5,30,120,15101.424699062398,6,5,False,aircraft,2012-01-02 17:11:00,14,9,173,10,False,1,24,1631,False,1,0,0,0.01002004008016032,0.08009874575815538
ABRAND00771,311,52.25,-114.6,1,4,2,120,5,30,120,10431.141721171203,9,5,False,aircraft,2012-06-30 17:10:00,15,11,173,10,False,1,23,1451,False,1,0,0,0.012024048096192385,0.09250255923823585
ABRAND00414,601,53.96,-115.95,1,4,2,120,5,30,120,19585.678864435202,8,0,False,,,12,8,173,10,False,1,54,2000,False,0,0,0,0.014028056112224449,0.10467371013565817
ABRAND00447,311,53,-115.87,1,4,2,120,5,30,120,30479.661157449602,7,10,False,aircraft,2014-01-02 17:01:00,14,8,173,10,False,1,20,896,False,2,0,0,0.01603206412825651,0.11662824351648994
ABRAND00368,311,52.98,-116.08,1,4,2,120,5,30,120,29769.982611292802,4,8,False,aircraft,2013-07-01 17:08:00,14,8,173,10,False,1,21,1085,False,2,0,0,0.018036072144288578,0.12731499195384077
ABRAND00861,601,52.46,-114.34,1,4,2,120,5,30,120,24952.1491836576,0,8,False,aircraft,2016-01-02 17:14:00,15,11,173,10,False,1,25,170,False,1,0,0,0.02004008016032064,0.1369982570249794
ABRAND00823,501,52.53,-114.44,1,4,2,120,5,30,120,24774.983913081596,3,20,False,aircraft,2016-01-02 17:14:00,15,11,173,10,False,1,33,169,False,2,0,0,0.022044088176352707,0.14593050589336384
ABRAND00746,621,52.76,-114.7,1,4,2,120,5,30,120,14565.991875724802,1,11,False,aircraft,2016-01-02 17:14:00,14,11,173,10,False,1,28,170,False,1,0,0,0.02404809619238477,0.15478398942186058
ABRAND00936,601,52.42,-114.18,1,4,2,120,5,30,120,22272.144621091207,7,9,False,aircraft,2014-01-02 17:01:00,15,12,173,10,False,1,33,900,False,1,0,0,0.026052104208416832,0.16359336540271271
ABRAND00838,361,52.57,-114.39,1,4,2,120,5,30,120,18629.4682180224,11,0,False,,,15,11,173,10,False,1,50,2000,False,0,0,0,0.028056112224448898,0.17211152092822277
ABRAND00164,351,54.52,-119.01,1,4,2,120,5,30,120,17969.9205112992,6,9,False,aircraft,2015-07-01 23:44:00,11,2,173,10,False,1,39,355,False,1,2,0,0.03006012024048096,0.18009418107424432
ABRAND00249,601,53.58,-117.9,1,4,2,120,5,30,120,28665.6494156352,6,13,False,aircraft,2015-01-02 17:14:00,13,4,173,10,False,1,32,535,False,2,0,0,0.03206412825651302,0.18784193436224952
ABRAND00037,601,54.95,-119.82,1,4,2,120,5,30,120,125831.45705584319,4,12,False,aircraft,2015-01-02 17:14:00,10,0,173,10,False,1,23,527,False,2,1,0,0.03406813627254509,0.1955331359747821
ABRAND00168,351,54.5,-118.98,1,4,2,120,5,30,120,25388.875476806403,6,5,False,aircraft,2013-07-01 17:08:00,11,2,173,10,False,1,34,1085,False,1,0,0,0.036072144288577156,0.20229582071606175
ABRAND01122,503,55.22,-110.85,1,4,2,120,5,30,120,6614.021979648001,4,0,False,,,10,18,173,10,False,1,20,2000,False,0,0,0,0.03807615230460922,0.20903737994935337
ABRAND00611,361,53.06,-115.28,1,4,2,120,5,30,120,17378.225636256007,2,10,False,aircraft,2015-01-02 17:14:00,14,9,173,10,False,1,33,535,False,1,0,0,0.04008016032064128,0.21521859572779595
ABRAND01087,601,51.04,-111.52,1,4,2,120,5,30,120,26360.831769465603,5,8,False,aircraft,2014-07-01 17:14:00,18,17,173,10,False,1,29,720,False,1,0,0,0.04208416833667335,0.22110696082111148
ABRAND00136,601,55.43,-119.24,1,4,2,120,5,30,120,31020.242509353597,11,0,False,,,9,2,173,10,False,1,69,2000,False,0,0,0,0.04408817635270541,0.22690187830082006
ABRAND00425,322,53.68,-115.91,1,4,2,120,5,30,120,32031.945193564803,3,23,False,aircraft,2014-07-01 17:14:00,13,8,173,10,False,1,8,720,False,3,0,13,0.04609218436873747,0.23195546453375465
ABRAND00694,601,52.1,-115,1,4,2,120,5,30,120,12035.5653252672,8,0,False,,,16,10,173,10,False,1,27,2000,False,0,0,0,0.04809619238476954,0.2367129877125715
ABRAND00187,621,54.65,-118.85,1,4,2,120,5,30,120,17000.921711376,6,5,False,aircraft,2013-01-02 17:09:00,11,2,173,10,False,1,23,1258,False,3,0,0,0.050100200400801605,0.24100345021425224
ABRAND00950,351,52.63,-114.14,1,4,2,120,5,30,120,49410.7584005376,2,13,False,aircraft,2016-01-02 17:14:00,15,12,173,10,False,1,31,160,False,3,1,0,0.052104208416833664,0.24500491584486472
ABRAND01041,601,56.11,-113.12,1,4,2,120,5,30,120,29655.829220486405,0,13,False,aircraft,2015-01-02 17:14:00,8,14,173,10,False,1,45,535,False,1,0,0,0.05410821643286573,0.24861871050821283
ABRAND00819,601,52.52,-114.45,1,4,2,120,5,30,120,16321.045280515202,3,8,False,aircraft,2014-01-02 17:01:00,15,11,173,10,False,1,19,899,False,1,0,0,0.056112224448897796,0.2522037674260954
ABRAND00256,601,53.5,-117.74,1,4,2,120,5,30,120,24175.3946692608,2,20,False,aircraft,2016-01-02 17:14:00,13,5,173,10,False,1,53,170,False,2,0,0,0.05811623246492986,0.25566298150843897
ABRAND00518,351,54.07,-115.64,1,4,2,120,5,30,120,29279.778176476804,10,0,False,,,12,9,173,10,False,1,48,2000,False,0,0,0,0.06012024048096192,0.2590023629137288
ABRAND00965,362,52.67,-114.1,1,4,2,120,5,30,120,25117.3510279488,5,17,False,aircraft,2015-07-01 23:44:00,15,12,173,10,False,1,33,355,False,2,0,0,0.06212424849699399,0.2623162703039424
ABRAND00720,351,52.1,-114.84,1,4,2,120,5,30,120,21258.4294939104,6,7,False,aircraft,2013-07-01 17:08:00,16,10,173,10,False,1,29,1085,False,1,0,0,0.06412825651302605,0.2655279873636442
ABRAND00066,601,54.94,-119.61,1,4,2,120,5,30,120,19413.285468451202,2,8,False,aircraft,2015-01-02 17:14:00,10,1,173,10,False,1,26,535,False,1,0,0,0.06613226452905811,0.2687091231323876
ABRAND00767,311,52.53,-114.63,1,4,2,120,5,30,120,22291.741205366405,6,10,False,aircraft,2014-01-02 17:01:00,15,11,173,10,False,1,48,899,False,1,2,0,0.06813627254509018,0.27188882824558797
ABRAND00955,503,52.89,-114.13,1,4,2,120,5,30,120,24660.100305072,7,14,False,aircraft,2014-07-01 17:14:00,14,12,173,10,False,1,27,720,False,2,0,0,0.07014028056112225,0.2750107616739003
ABRAND00478,601,53,-115.79,1,4,2,120,5,30,120,21946.858317158403,7,5,False,aircraft,2012-01-02 17:11:00,14,8,173,10,False,1,26,1630,False,1,0,1,0.07214428857715431,0.27811193712586507
ABRAND00769,351,52.53,-114.62,1,4,2,120,5,30,120,61284.153293424,2,12,False,aircraft,2015-01-04 17:14:00,15,11,172,10,False,1,23,533,False,2,1,1,0.07414829659318638,0.2811849989710964
ABRAND00879,361,52.95,-114.3,1,4,2,120,5,30,120,27521.3118801024,1,13,False,aircraft,2015-07-03 17:14:00,14,11,172,10,False,1,24,353,False,2,0,3,0.07615230460921844,0.2842208487323765
ABRAND00825,361,52.32,-114.44,1,4,2,120,5,30,120,33111.2482268832,0,13,False,aircraft,2016-01-03 17:14:00,15,11,172,10,False,1,21,169,False,2,0,0,0.0781563126252505,0.2872284714382562
ABRAND00619,361,52.9,-115.27,1,4,2,120,5,30,120,30941.328326659208,10,5,False,aircraft,2012-01-03 23:56:00,14,9,172,10,False,1,40,1630,False,1,0,0,0.08016032064128256,0.2902153178814066
ABRAND00416,361,53.75,-115.94,1,4,2,120,5,30,120,10115.5351818816,5,4,False,aircraft,2013-01-03 17:09:00,12,8,172,10,False,1,24,1264,False,1,0,0,0.08216432865731463,0.2932019575171891
ABRAND00291,361,54.07,-117.25,1,4,2,120,5,30,120,10706.082192576001,4,6,False,aircraft,2012-07-01 17:04:00,12,5,172,10,False,1,23,1450,False,1,0,0,0.0841683366733467,0.29616695049085295
ABRAND00537,601,52.68,-115.6,1,4,2,120,5,30,120,20785.610146032002,1,14,False,aircraft,2016-01-03 17:14:00,15,9,172,10,False,1,58,169,False,1,0,0,0.08617234468937876,0.2991174723300361
ABRAND00092,601,54.74,-119.51,1,4,2,120,5,30,120,13973.356912176001,8,14,False,aircraft,2013-07-02 17:08:00,11,1,172,10,False,1,26,1084,False,2,0,0,0.08817635270541083,0.3019635961335296
ABRAND00903,361,52.51,-114.25,1,4,2,120,5,30,120,33107.1840349056,3,15,False,aircraft,2015-07-02 17:14:00,15,11,172,10,False,1,49,354,False,2,0,1,0.09018036072144289,0.3048088893693243
ABRAND00472,351,53.69,-115.81,1,4,2,120,5,30,120,24346.880579520002,5,13,False,aircraft,2014-01-03 17:01:00,13,8,172,10,False,1,27,897,False,2,0,1,0.09218436873747494,0.3076321058462841
ABRAND01094,601,49.68,-111.37,1,4,2,120,5,30,120,152647.48944578876,4,12,False,aircraft,2015-01-03 17:14:00,21,17,172,10,False,1,15,534,False,3,0,1,0.09418837675350701,0.31043269590001726
ABRAND00887,601,52.6,-114.28,1,4,2,120,5,30,120,16267.9948364736,10,0,False,,,15,11,172,10,False,1,47,2000,False,0,0,0,0.09619238476953908,0.3132289326352482
ABRAND00160,601,54.76,-119.04,1,4,2,120,5,30,120,23162.870363731203,0,10,False,aircraft,2016-01-03 17:14:00,10,2,172,10,False,1,15,162,False,2,0,0,0.09819639278557114,0.3160227878321773
ABRAND00242,401,54.28,-118.32,1,4,2,120,5,30,120,21148.7200333632,3,5,False,aircraft,2013-07-02 17:08:00,11,3,172,10,False,1,15,1084,False,1,0,0,0.10020040080160321,0.3188121630267138
ABRAND00148,601,54.97,-119.14,1,4,2,120,5,30,120,15694.5183585696,7,0,False,,,10,2,172,10,False,1,36,2000,False,0,0,2,0.10220440881763528,0.32158072586720654
ABRAND00017,601,55.09,-119.9,1,4,2,120,5,30,120,3926.4306708384,5,0,False,,,10,0,172,10,False,1,31,2000,False,0,0,0,0.10420841683366733,0.3242643731815459
ABRAND00528,351,52.5,-115.62,1,4,2,120,5,30,120,28857.443435856003,16,0,False,,,15,9,172,10,False,1,74,2000,False,0,0,0,0.1062124248496994,0.3269459894096213
ABRAND00851,601,52.85,-114.36,1,4,2,120,5,30,120,22961.078629545595,1,12,False,aircraft,2016-01-03 17:14:00,14,11,172,10,False,1,62,169,False,1,0,0,0.10821643286573146,0.32961081865773667
ABRAND00664,621,52.66,-115.12,1,4,2,120,5,30,120,21354.139190851205,2,9,False,aircraft,2015-07-02 17:14:00,15,10,172,10,False,1,38,354,False,1,0,0,0.11022044088176353,0.33221969148961916
ABRAND00398,351,53.64,-115.99,1,4,2,120,5,30,120,16771.123539360004,4,13,False,aircraft,2015-07-02 17:14:00,13,8,172,10,False,1,28,347,False,2,0,0,0.11222444889779559,0.33480907446087543
ABRAND00501,601,52.85,-115.72,1,4,2,120,5,30,120,15786.1915906752,2,18,False,aircraft,2015-07-02 17:14:00,14,9,172,10,False,1,25,348,False,2,1,0,0.11422845691382766,0.3373689026960329
ABRAND00454,601,53.05,-115.84,1,4,2,120,5,30,120,6619.1221991232,10,0,False,,,14,8,172,10,False,1,23,2000,False,0,0,0,0.11623246492985972,0.33992214682164906
ABRAND00364,351,53.14,-116.09,1,4,2,120,5,30,120,29403.059675356795,13,5,False,aircraft,2012-07-01 17:04:00,14,8,172,10,False,1,48,1450,False,1,0,0,0.11823647294589178,0.34247099720284985
ABRAND00197,351,54.54,-118.78,1,4,2,120,5,30,120,121671.71926058881,4,11,False,aircraft,2015-07-02 17:14:00,11,2,172,10,False,1,16,349,False,2,0,0,0.12024048096192384,0.34499004430563046
ABRAND00468,311,53.07,-115.82,1,4,2,120,5,30,120,9518.879187216002,11,0,False,,,14,8,172,10,False,1,47,2000,False,0,0,0,0.12224448897795591,0.34749431638313377
ABRAND00596,311,53.1,-115.34,1,4,2,120,5,30,120,16006.316912208003,8,8,False,aircraft,2012-07-01 17:04:00,14,9,172,10,False,1,32,1450,False,1,0,2,0.12424849699398798,0.3499781454519621
ABRAND01116,601,50.04,-110.95,1,4,2,120,5,30,120,24005.480954659208,4,13,False,aircraft,2015-07-02 17:14:00,20,18,172,10,False,1,35,354,False,2,0,0,0.12625250501002003,0.3524305366553338
ABRAND00099,601,54.69,-119.47,1,4,2,120,5,30,120,19762.581327638396,1,10,False,aircraft,2014-07-02 17:14:00,11,1,172,10,False,1,19,719,False,1,0,0,0.1282565130260521,0.35488087077631214
ABRAND00306,601,54.19,-116.55,1,4,2,120,5,30,120,47335.225147056,0,13,False,aircraft,2016-01-03 17:14:00,12,7,172,10,False,1,21,168,False,2,0,0,0.13026052104208416,0.35728987505882204
ABRAND00382,351,52.99,-116.03,1,4,2,120,5,30,120,15603.391700208005,6,7,False,aircraft,2013-07-02 17:08:00,14,8,172,10,False,1,40,1084,False,1,1,0,0.13226452905811623,0.35967359672445937
ABRAND00976,311,56.07,-114.05,1,4,2,120,5,30,120,19798.454538,4,7,False,aircraft,2015-07-02 17:14:00,8,12,172,10,False,1,13,346,False,2,2,0,0.1342685370741483,0.3620470197658737
ABRAND00542,311,53.14,-115.59,1,4,2,120,5,30,120,14474.4733545696,12,0,False,,,14,9,172,10,False,1,43,2000,False,0,0,0,0.13627254509018036,0.3644027843303284
ABRAND00047,351,55.23,-119.71,1,4,2,120,5,30,120,110667.43969810562,1,22,False,aircraft,2015-01-03 17:14:00,10,1,172,10,False,1,21,534,False,2,0,10,0.13827655310621242,0.36673385397989894
ABRAND00678,351,52.93,-115.06,1,4,2,120,5,30,120,18844.460750217604,4,11,False,aircraft,2014-01-03 17:01:00,14,10,172,10,False,1,25,898,False,1,0,0,0.1402805611222445,0.3690519502783189
ABRAND00448,351,53.27,-115.87,1,4,2,120,5,30,120,39842.906667494404,11,10,False,aircraft,2012-01-03 23:56:00,13,8,172,10,False,1,17,1629,False,1,0,7,0.14228456913827656,0.37136976204538213
ABRAND01078,601,50.2,-112.1,1,4,2,120,5,30,120,29462.217268752003,3,14,False,aircraft,2015-01-03 17:14:00,20,16,172,10,False,1,71,534,False,1,0,4,0.14428857715430862,0.3736875014045345
ABRAND00941,361,52.89,-114.17,1,4,2,120,5,30,120,47699.09115085441,7,18,False,aircraft,2015-07-02 17:14:00,14,12,172,10,False,1,38,351,False,2,0,1,0.1462925851703407,0.37600400005950335
ABRAND00554,601,52.85,-115.53,1,4,2,120,5,30,120,18079.4668315392,2,10,False,aircraft,2015-07-02 17:14:00,14,9,172,10,False,1,31,354,False,1,0,0,0.14829659318637275,0.3783102986203829
ABRAND00137,311,55.32,-119.23,1,4,2,120,5,30,120,17602.061041353598,1,15,False,aircraft,2016-01-03 17:14:00,9,2,172,10,False,1,17,164,False,2,0,0,0.15030060120240482,0.38061198316264716
ABRAND00784,351,52.58,-114.55,1,4,2,120,5,30,120,17019.987309244803,2,15,False,aircraft,2015-07-02 17:14:00,15,11,172,10,False,1,26,354,False,2,1,1,0.1523046092184369,0.38290050487561145
ABRAND00397,601,52.95,-115.99,1,4,2,120,5,30,120,31123.87051590721,7,9,False,aircraft,2013-07-04 17:08:00,14,8,171,10,False,1,29,1082,False,1,0,0,0.15430861723446893,0.3851666605064656
ABRAND00223,351,54.32,-118.67,1,4,2,120,5,30,120,15774.191955187203,1,10,False,aircraft,2016-01-04 17:14:00,11,3,171,10,False,1,31,168,False,1,1,0,0.156312625250501,0.3874326347182548
ABRAND00265,361,54.2,-117.62,1,4,2,120,5,30,120,6382.527658560001,1,6,False,aircraft,2015-01-03 17:14:00,12,5,171,10,False,1,9,534,False,1,0,0,0.15831663326653306,0.3896828411674091
ABRAND00486,351,53.15,-115.76,1,4,2,120,5,30,120,25790.638868006405,10,0,False,,,14,8,171,10,False,1,38,2000,False,0,0,0,0.16032064128256512,0.3919324065166281
ABRAND00726,311,52.01,-114.81,1,4,2,120,5,30,120,25276.2275354976,2,9,False,aircraft,2015-07-03 17:14:00,16,10,171,10,False,1,39,353,False,1,0,0,0.1623246492985972,0.3941810346963427
ABRAND00516,401,53.65,-115.64,1,4,2,120,5,30,120,16338.344423990402,7,10,False,aircraft,2014-07-03 17:14:00,13,9,171,10,False,1,15,718,False,2,0,0,0.16432865731462926,0.39642641225784037
ABRAND00058,601,55.27,-119.67,1,4,2,120,5,30,120,40003.09759094401,0,16,False,aircraft,2016-01-04 17:14:00,9,1,171,10,False,1,17,162,False,3,0,0,0.16633266533066132,0.398668947274207
ABRAND00948,621,52.19,-114.15,1,4,2,120,5,30,120,28497.644881660795,0,17,False,aircraft,2015-07-03 17:14:00,16,12,171,10,False,1,42,352,False,2,0,3,0.1683366733466934,0.40090982883648835
ABRAND01138,601,54.86,-110.67,1,4,2,120,5,30,120,26536.3129877472,8,5,False,aircraft,2013-01-04 17:09:00,10,19,171,10,False,1,42,1263,False,1,1,1,0.17034068136272545,0.403114517401441
ABRAND00534,361,53.75,-115.6,1,4,2,120,5,30,120,28663.269463958397,9,13,False,aircraft,2014-01-04 17:01:00,12,9,171,10,False,1,55,898,False,1,1,4,0.17234468937875752,0.40530790437508424
ABRAND00133,601,54.99,-119.26,1,4,2,120,5,30,120,9279.763778736,2,7,False,aircraft,2013-07-03 17:08:00,10,1,171,10,False,1,26,1082,False,1,0,2,0.1743486973947896,0.4074868656918264
ABRAND00203,621,54.37,-118.75,1,4,2,120,5,30,120,19896.365545718407,7,7,False,aircraft,2014-01-04 17:01:00,11,2,171,10,False,1,28,898,False,1,1,0,0.17635270541082165,0.40965857208127743
ABRAND00189,351,54.46,-118.82,1,4,2,120,5,30,120,15762.895300252803,1,9,False,aircraft,2016-01-04 17:14:00,11,2,171,10,False,1,13,168,False,2,1,0,0.17835671342685372,0.4118291298021662
ABRAND00371,311,53.18,-116.08,1,4,2,120,5,30,120,18851.971963507203,11,0,False,,,14,8,171,10,False,1,65,2000,False,0,0,0,0.18036072144288579,0.4139953114625722
ABRAND00386,601,54.16,-116.02,1,4,2,120,5,30,120,28185.0782828256,14,0,False,,,12,8,171,10,False,1,75,2000,False,0,0,0,0.18236472945891782,0.41614341226725227
ABRAND01082,601,52.86,-111.77,1,4,2,120,5,30,120,16277.94097128,0,13,False,aircraft,2015-07-03 17:14:00,14,16,171,10,False,1,18,352,False,2,0,0,0.1843687374749499,0.4182874925063953
ABRAND00754,361,52.46,-114.66,1,4,2,120,5,30,120,40641.62937186239,2,20,False,aircraft,2016-01-04 17:14:00,15,11,171,10,False,1,38,164,False,2,1,5,0.18637274549098196,0.4204265302068099
ABRAND00374,351,52.92,-116.07,1,4,2,120,5,30,120,26569.376683776,2,7,False,aircraft,2015-07-03 17:14:00,14,8,171,10,False,1,39,353,False,1,1,0,0.18837675350701402,0.42256039085809194
ABRAND00881,351,52.61,-114.29,1,4,2,120,5,30,120,30300.909758438404,5,11,False,aircraft,2015-01-04 17:14:00,15,11,171,10,False,1,24,533,False,2,1,0,0.1903807615230461,0.4246928657300564
ABRAND00680,621,52.66,-115.06,1,4,2,120,5,30,120,42351.3977434272,2,12,False,aircraft,2016-01-04 17:14:00,15,10,171,10,False,1,17,162,False,3,1,0,0.19238476953907815,0.42681799844867135
ABRAND01084,601,51.02,-111.72,1,4,2,120,5,30,120,35981.591434416005,9,3,False,aircraft,2011-07-08 17:11:00,18,17,171,10,False,1,46,1809,False,1,0,0,0.19438877755511022,0.42893934483430124
ABRAND00687,361,52.91,-115.04,1,4,2,120,5,30,120,36986.255650454405,1,17,False,aircraft,2016-01-04 17:14:00,14,10,171,10,False,1,60,160,False,2,0,1,0.1963927855711423,0.43105215156473753
ABRAND00705,601,52.14,-114.95,1,4,2,120,5,30,120,23505.665328892803,3,6,False,aircraft,2014-01-04 17:01:00,16,10,171,10,False,1,18,898,False,1,0,0,0.19839679358717435,0.43316484316266435
ABRAND01141,601,55.11,-110.65,1,4,2,120,5,30,120,15437.6571953376,4,8,False,aircraft,2014-07-03 17:14:00,10,19,171,10,False,1,21,718,False,2,0,0,0.20040080160320642,0.4352748564231432
ABRAND01043,601,51.67,-113.06,1,4,2,120,5,30,120,17828.0820699264,7,0,False,,,17,14,171,10,False,1,36,2000,False,0,0,0,0.20240480961923848,0.4373827512585077
ABRAND00207,351,54.46,-118.74,1,4,2,120,5,30,120,15105.887338463997,4,5,False,aircraft,2015-01-04 17:14:00,11,3,171,10,False,1,8,533,False,1,0,0,0.20440881763527055,0.4394887332716451
ABRAND00803,322,52.34,-114.49,1,4,2,120,5,30,120,19243.890688579202,17,0,False,,,15,11,171,10,False,1,72,2000,False,0,0,0,0.20641282565130262,0.4415873205429072
ABRAND00104,601,54.58,-119.42,1,4,2,120,5,30,120,30354.993021254406,4,8,False,aircraft,2013-07-03 17:08:00,11,1,171,10,False,1,24,1083,False,1,0,1,0.20841683366733466,0.44367495401353807
ABRAND01005,351,52.96,-113.91,1,4,2,120,5,30,120,20197.731699043205,1,14,False,aircraft,2015-07-03 17:14:00,14,12,171,10,False,1,27,352,False,2,0,2,0.21042084168336672,0.4457591305454042
ABRAND00410,322,53.04,-115.96,1,4,2,120,5,30,120,36470.05522796161,10,7,False,aircraft,2013-07-03 17:08:00,14,8,171,10,False,1,30,1076,False,3,0,1,0.2124248496993988,0.44783789363869647
ABRAND01038,601,53.72,-113.16,1,4,2,120,5,30,120,114022.8047410848,3,9,False,aircraft,2014-07-03 17:14:00,13,14,171,10,False,1,25,718,False,1,0,0,0.21442885771543085,0.4499140783681737
ABRAND01059,601,51.81,-112.8,1,4,2,120,5,30,120,20677.541583225597,2,7,False,aircraft,2014-01-04 17:01:00,16,14,171,10,False,1,20,897,False,1,0,0,0.21643286573146292,0.4519876499674517
ABRAND00891,351,52.65,-114.28,1,4,2,120,5,30,120,20127.155208278396,8,7,False,aircraft,2013-07-03 17:08:00,15,11,171,10,False,1,32,1083,False,1,0,0,0.218436873747495,0.4540502800539396
ABRAND00569,601,52.79,-115.47,1,4,2,120,5,30,120,25919.8541889408,4,12,False,aircraft,2014-01-04 17:01:00,14,9,171,10,False,1,43,897,False,1,0,1,0.22044088176352705,0.4561104903412252
ABRAND00964,601,52.8,-114.1,1,4,2,120,5,30,120,32942.731579631996,0,13,False,aircraft,2016-01-04 17:14:00,14,12,171,10,False,1,15,159,False,3,0,2,0.22244488977955912,0.4581689788442447
ABRAND00824,361,52.1,-114.44,1,4,2,120,5,30,120,25199.124576998398,4,12,False,aircraft,2015-01-04 17:14:00,16,11,171,10,False,1,43,533,False,1,0,0,0.22444889779559118,0.4602221164602653
ABRAND00606,311,53.3,-115.3,1,4,2,120,5,30,120,17170.6772353536,7,8,False,aircraft,2013-07-03 17:08:00,13,9,171,10,False,1,24,1083,False,1,0,1,0.22645290581162325,0.46227458626455065
ABRAND00640,311,53.04,-115.18,1,4,2,120,5,30,120,43895.033024889606,3,13,False,aircraft,2016-01-04 17:14:00,14,10,171,10,False,1,32,164,False,2,0,0,0.22845691382765532,0.46432444391245237
ABRAND00205,351,54.47,-118.75,1,4,2,120,5,30,120,19042.759003824,1,13,False,aircraft,2016-01-04 17:14:00,11,2,171,10,False,1,33,168,False,1,0,0,0.23046092184368738,0.4663733683531382
ABRAND00210,351,54.19,-118.72,1,4,2,120,5,30,120,19509.1515343584,4,7,False,aircraft,2014-01-04 17:01:00,12,3,171,10,False,1,14,893,False,2,0,1,0.23246492985971945,0.4684202988839335
ABRAND00930,351,52.81,-114.19,1,4,2,120,5,30,120,22946.764356806405,8,5,False,aircraft,2013-07-05 17:01:00,14,12,170,10,False,1,25,1081,False,1,0,0,0.23446893787575152,0.47046214366954797
ABRAND00962,361,52.21,-114.11,1,4,2,120,5,30,120,21061.346420448,13,2,False,aircraft,2012-01-06 17:10:00,16,12,170,10,False,1,51,1626,False,1,0,0,0.23647294589178355,0.47250373786535643
ABRAND01115,344,55.82,-110.95,1,4,2,120,5,30,120,28319.202731318404,2,11,False,aircraft,2015-01-04 17:14:00,8,18,170,10,False,1,40,533,False,1,0,0,0.23847695390781562,0.47454358212582176
ABRAND01146,506,54.99,-110.59,1,4,2,120,5,30,120,57156.1767545472,2,7,False,aircraft,2016-01-05 17:14:00,10,19,170,10,False,1,23,167,False,1,0,0,0.24048096192384769,0.4765830979557021
ABRAND00502,311,53.1,-115.71,1,4,2,120,5,30,120,21368.829878928,5,7,False,aircraft,2013-07-04 17:08:00,14,9,170,10,False,1,22,1081,False,1,0,0,0.24248496993987975,0.47861310891946607
